id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.1080/13504509.2021.1881651,Towards A Common Future: Revising The Evolution Of University-Based Sustainability Research Literature,journal-article,2021,6,28,,International Journal Of Sustainable Development & World Ecology,journal,crossref:301,
doi:10.2147/cmar.s270099,The Top 100 Most Frequently Cited Publications Concerning Anti-Pd-1/Pd-L1 Therapy For Lung Cancer: A Bibliometric Analysis,journal-article,2021,,Volume 13,,Cancer Management And Research,journal,crossref:301,
doi:10.3390/educsci11030115,A Scoping Review Of Organizational Responses To The Covid-19 Pandemic In Schools: A Complex Systems Perspective,journal-article,2021,3,11,,Education Sciences,journal,crossref:1968,
doi:10.3390/educsci11070353,Two Decades Of Stem Education Research In Middle School: A Bibliometrics Analysis In Scopus Database (2000–2020),journal-article,2021,7,11,,Education Sciences,journal,crossref:1968,
doi:10.3390/nu13061966,A Systematic Review Of The Dietary Choline Impact On Cognition From A Psychobiological Approach: Insights From Animal Studies,journal-article,2021,6,13,,Nutrients,journal,crossref:1968,
doi:10.3390/proteomes9020029,Mining Proteome Research Reports: A Bird’S Eye View,journal-article,2021,2,9,,Proteomes,journal,crossref:1968,
doi:10.1016/j.jenvman.2021.113382,Global Evolution Of Research On Green Energy And Environmental Technologies:A Bibliometric Study,journal-article,2021,,297,,Journal Of Environmental Management,journal,crossref:78,
doi:10.1186/s12936-021-03698-y,Research Supporting Malaria Control And Elimination In China Over Four Decades: A Bibliometric Analysis Of Academic Articles Published In Chinese From 1980 To 2019,journal-article,2021,1,20,,Malaria Journal,journal,crossref:297,
doi:10.3390/en14133852,Control Strategies For Daylight And Artificial Lighting In Office Buildings—A Bibliometrically Assisted Review,journal-article,2021,13,14,,Energies,journal,crossref:1968,
doi:10.3390/en14133917,Which Building Services Are Considered To Have Impact On Climate Change?,journal-article,2021,13,14,,Energies,journal,crossref:1968,
doi:10.1002/cjce.24089,Experimental Methods In Chemical Engineering: High Throughput Catalyst Testing — Htct,journal-article,2021,6,99,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1002/cjce.24127,Experimental Methods In Chemical Engineering: Density Functional Theory,journal-article,2021,,,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1007/s10661-020-08793-2,An Overview Of Research On Natural Resources And Indigenous Communities: A Bibliometric Analysis Based On Scopus Database (1979–2020),journal-article,2021,2,193,,Environmental Monitoring And Assessment,journal,crossref:297,
doi:10.1016/j.jclepro.2021.126622,Organizing A Sustainable Smart Urban Ecosystem: Perspectives And Insights From A Bibliometric Analysis And Literature Review,journal-article,2021,,297,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.jclepro.2021.127627,Open Eco-Innovation: A Bibliometric Review Of Emerging Research,journal-article,2021,,311,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.jclepro.2021.128009,"Two Decades Of Research On Waste Management In The Circular Economy: Insights From Bibliometric, Text Mining, And Content Analyses",journal-article,2021,,314,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1007/s11356-021-13094-3,"Blockchain In Supply Chain Management: A Review, Bibliometric, And Network Analysis",journal-article,2021,,,,Environmental Science And Pollution Research,journal,crossref:297,
doi:10.3390/ijfs9030035,Intellectual Structure And Evolution Of Accounting Conservatism Research: Past Trends And Future Research Suggestions,journal-article,2021,3,9,,International Journal Of Financial Studies,journal,crossref:1968,
doi:10.1007/s13748-021-00252-4,Armlowa: Aspect Rating Analysis With Multi-Layer Approach,journal-article,2021,4,10,,Progress In Artificial Intelligence,journal,crossref:297,
doi:10.1080/21645515.2021.1910000,Research Trends In Rabies Vaccine In The Last Three Decades: A Bibliometric Analysis Of Global Perspective,journal-article,2021,9,17,,Human Vaccines & Immunotherapeutics,journal,crossref:301,
doi:10.1177/1069031x211004234,"Research Constituents, Intellectual Structure, And Collaboration Patterns In Journal Of International Marketing: An Analytical Retrospective",journal-article,2021,2,29,,Journal Of International Marketing,journal,crossref:179,
doi:10.3390/polym13121957,Scientometric Analysis And Systematic Review Of Multi-Material Additive Manufacturing Of Polymers,journal-article,2021,12,13,,Polymers,journal,crossref:1968,
doi:10.1007/978-3-030-58799-4_49,Digital Signature In The Xades Standard As A Rest Service,book-chapter,2020,,,1,Computational Science And Its Applications – Iccsa 2020 - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1177/1745691620927674,Tilting At Windmills: Why Attacks On Repression Are Misguided,journal-article,2020,2,16,,Perspectives On Psychological Science,journal,crossref:179,
doi:10.1007/978-3-030-53036-5_30,The Use Of Artificial Intelligence For Clinical Coding Automation: A Bibliometric Analysis,book-chapter,2020,,,1,"Advances In Intelligent Systems And Computing - Distributed Computing And Artificial Intelligence, 17Th International Conference",book,crossref:297,
doi:10.1177/0037549720944483,Simulation-Based Optimization Methods Applied In Hospital Emergency Departments: A Systematic Review,journal-article,2020,10,96,,Simulation,journal,crossref:179,
doi:10.1017/sjp.2020.40,Meta-Analysis And Scientific Mapping Of Well-Being And Job Performance,journal-article,2020,,23,,The Spanish Journal Of Psychology,journal,crossref:56,
doi:10.1007/s40200-020-00606-0,Contribution Of Iran In Covid-19 Studies: A Bibliometrics Analysis,journal-article,2020,2,19,,Journal Of Diabetes & Metabolic Disorders,journal,crossref:297,
doi:10.1007/s00521-020-05395-4,Automatic Clustering Algorithms: A Systematic Review And Bibliometric Analysis Of Relevant Literature,journal-article,2020,11,33,,Neural Computing And Applications,journal,crossref:297,
doi:10.1007/s11695-020-05058-2,Latin American Research On Bariatric Surgery: A Bibliometric Study,journal-article,2020,4,31,,Obesity Surgery,journal,crossref:297,
doi:10.1002/sres.2731,"Drilling Down The Viable System Theories In Business, Management And Accounting: A Bibliometric Review",journal-article,2020,6,38,,Systems Research And Behavioral Science,journal,crossref:311,
doi:10.1108/jic-02-2020-0054,Understanding The Impact Of Intellectual Capital On Entrepreneurship: A Literature Review,journal-article,2020,3,22,,Journal Of Intellectual Capital,journal,crossref:140,
doi:10.1108/jic-05-2020-0142,The Extent And Impact Of Intellectual Capital Research: A Two Decade Analysis,journal-article,2020,2,23,,Journal Of Intellectual Capital,journal,crossref:140,
doi:10.3897/neotropical.15.e52905,Main Trends And Gaps In Studies For Bird Conservation In The Pantanal Wetland,journal-article,2020,4,15,,Neotropical Biology And Conservation,journal,crossref:2258,
doi:10.3390/admsci10030057,Exploiting Inter-Organizational Relationships In Health Care: A Bibliometric Analysis And Literature Review,journal-article,2020,3,10,,Administrative Sciences,journal,crossref:1968,
doi:10.3390/admsci10030069,Performance Analysis And Science Mapping Of Institutional Entrepreneurship Research,journal-article,2020,3,10,,Administrative Sciences,journal,crossref:1968,
doi:10.1186/s12888-020-02825-4,"Mapping The Literature On Parents With Mental Illness, Across Psychiatric Sub-Disciplines: A Bibliometric Review",journal-article,2020,1,20,,Bmc Psychiatry,journal,crossref:297,
doi:10.1080/00472778.2020.1776578,Evolution Of The Entrepreneurship And Innovation Research In Ibero-America Between 1986 And 2015,journal-article,2020,,,,Journal Of Small Business Management,journal,crossref:301,
doi:10.1007/s11301-020-00196-4,Intellectual Structure Of Management Innovation: Bibliometric Analysis,journal-article,2020,3,71,,Management Review Quarterly,journal,crossref:297,
doi:10.1080/08989621.2020.1836620,A Bibliometric Analysis Of Academic Misconduct Research In Higher Education: Current Status And Future Research Opportunities,journal-article,2020,6,28,,Accountability In Research,journal,crossref:301,
